city_id,region_id,name_ar,name_en
289,10,جبجبه,Gabgabah
290,10,الخشعه ونعيمه والغفو,Alkhushaah wa Nuaymah wa Alghafu
291,10,المبتع,Almubtaghi
292,10,الرقب وشميله,Ar-Ruqab wa Shumaylah
293,10,ردحه وقيع والتؤامتان والصياخ,Rudhah Waqei wa At-Tawamatan wa As-Seyakh
295,10,فيفاء - العره,Fayfa - Alaurah
296,10,فيفاء - الحرف,Fayfa - Alharf
297,10,بقعه القريه,Buqaah Alqaryah
298,10,حبيل المسود,Hybail Almusawd
299,10,الغليله,Alghulaylah
300,10,النافيه والغليله,An-Nafyah wa Alghalylah
301,10,الضحى الحكمى,Ad-Duha Alhukami
303,10,النوص وغابط,Al-Nous and Ghabet
304,10,الشباب المشنوى بقعه الصره,Al-Shabab Al-Mashnowa Baqa'a Al-Surah
305,10,بقعة الضحى المشنوي,Buqah Ad-Duha Almashnawi
306,10,الوشر,Alwashar
307,10,الذوير,Az-Duwayer
308,10,طالعه والمريع,Taleah wa Almurabaa
309,10,الغوله,Alghawlah
310,10,حيين,Hayeen
311,10,شمسيه,Shamsyah
312,10,الحواجب,Alhawajeb
313,10,الرمحه,Ar-Rumhah
314,10,فيفاء - الكرس,Fayfa - Alkaras
315,10,النحت,An-Naht
317,10,بين مقرن والمجاهدين وماحولها,Ben Muqren wa Almujahideen and its surroundings
318,10,نقطة سلاح الحدود,Border Guard point
319,10,الهيجه,Al-Haijah
320,10,فيفا - الرصفه,Faifa - AlRasfah
321,10,ذبوب,Zaboob
322,10,ذراع الكبيره ومركز سلاح الحدود,Zeraa Alkaberah and border guards center
324,10,فرحه الدفرى,Farhet Ad-Dafri
325,10,ثربه,Tharabah
326,10,مجرم الشراحيلي,Mujrem Ash-Sharaheli
327,10,معشم,Muasham
328,10,نيد اللمه,Ned Allammah
329,10,السندر,As-Sandar
330,10,المفلد,Almefled
332,10,نيد المجزره,Ned Almagzarah
333,10,فيفاء - العرق,Fayfa - Al Araq
334,10,غمان,Ghuman
335,10,فيفاء - بردان,Fayfa - Bardan
336,10,ذراع المحماه,Zeraa Almahmah
337,10,اوباد,Awbad
338,10,المشرف الدفرى,Almushref Ad-Dafri
339,10,قرضه الحربي,Quradah Alharbi
340,10,بقعة ذنبر,Buqet Zanbar
341,10,الحذايا,Al Huzaya
342,10,الخيافين,Alkhayafeen
343,10,الشله,Ash-Shallah
344,10,الطحله والسماويه وماحولها,Altalha wa As-Samawyah and its surroundings
345,10,سقام,Seqam
346,10,فيفاء - الرقبه,Fayfa - Ar-Raqabah
347,10,قمبورة وشط الصبايا,Qambura wa Shat As-Sabaya
348,10,عنبوبه,Anbawyah
349,10,العرضيه,Alaradyah
350,10,قزعه الحربي والحوية,Quzeit Alharbi wa Alhawyah
351,10,فيفاء - النزلة,Fayfa - An-Nazalah
352,10,الكوابسة,Alhawyah wa Radhet Ghaylan
353,10,ريسان,Rebsan
354,10,نقيل الجرباء,Naqeel Aljarbaa
355,10,النصب والحلفا وماحولها,Alnusub wa Alhalfa and its surroundings
356,10,معزب خضر وماحولها,Maazeb Khedr and its surroundings
357,10,فيفاء - الزريبه,Fayfa - Az-Zaraybah
360,10,ريده,Rydah
361,10,ربيعه,Rbyeuh
363,10,دمشدان,Damashdan
364,10,الشمله,Alshamluh
365,10,ذراع المجمعه,Dhirae Almujamaeih
366,10,قبيس,Qabis
367,10,نيد الوبا,Nayd Alwaba
368,10,ريده العزه,Riduh Aleazah
369,10,المداريب,Almadarib
370,10,الفرحه,Alfarhuh
371,10,الرخص,Al-Rakhs
374,10,دحره ال قوفع,Dahruh Al Qufae
377,10,الدائر - القرن,Daer - Alqarn
378,10,حيد العقبه,Hyd Aleaqabih
379,10,حيد القريثى,Hyd Alqarithaa
380,10,الدائر - المقومه,Ad Dair - Almuqumuh
381,10,ذم سلام,Dhum Salam
382,10,شويره,Shawiruh
383,10,محزومه,Mahzumah
384,10,الدائر - الركبه,Ad Dair - Alrukabuh
385,10,قصيره,Qsyrh
389,10,الدائر - اللصبه,Ad Dair - Allasabuh
390,10,كريت,Kuriyat
392,10,وادى خدور,Wa'Adaa Khudur
393,10,خدور,Khudur
394,10,الدائر - الغميره,Ad Dair - Alghamiruh
395,10,حبيل قاسم,Habil Qasim
396,10,المليحيه,Almalyhih
397,10,نقيل القافله,Nuqil Alqafilah
398,10,الدائر - المقعد,Daer - Almaqead
400,10,الدائر - الشاخر,Ad Dair - Alshaakhir
401,10,الجرداء,Aljurada'
402,10,الدائر - الخايع,Ad Dair - Alkhayie
403,10,السهية,Alsahia
407,10,قله ال قطيل,Qulh Al Qatil
411,10,شرق الصيد,Shrq Alsayd
413,10,الدائر - القري,Ad Dair - Alqari
418,10,الواغله,Alwaghiluh
419,10,الهضه,Alhadah
421,10,البرده,Albarduh
422,10,المحتصى,Almuhtasaa
423,10,دعيتم,Dueitum
429,10,المجدع,Almajdae
432,10,الدائر - المعزب,Ad Dair - Almuezib
435,10,المحصي,Almahsi
436,10,القائد,Al-Qaed
437,10,الحرثاء,Alhuratha'
439,10,حبيل الشث,Habil Alshathi
440,10,الدائر - الولجه,Ad Dair - Alwaljuh
441,10,ذارى القضايا,Dharaa Alqadaya
442,10,الدائر - الحدبه,Ad Dair - Alhadabuh
443,10,الناذيه,Alnaadhih
444,10,القزعة,Al-Qazah
445,10,الدائر - الراس,Ad Dair - Alraas
446,10,الدائر - الغرزه,Ad Dair - Algharzuh
447,10,المشاغل,Almashaghil
448,10,الكدحه,Alkadahuh
450,10,جعيره,Jaeirah
451,10,قعاد عنبه,Qa'ad Anbah
454,10,نيد الثاهره,Nayd Alththahirih
455,10,الملطه,Almilatuh
457,10,الدائر - العقد,Ad Dair - Aleuqad
458,10,العصر,Aleasr
459,10,ذراع الحثيره,Dhirae Alhuthirih
461,10,جو العار,Jawin Alear
463,10,نيد القرب,Nyd Alqrb
466,10,الكرانه,Alkiranuh
469,10,الثهير,Althahir
470,10,نيد الانفه,Nayd Alainfih
471,10,الداره,Aldaaruh
472,10,المسيول,Almasyul
474,10,الدائر - غابط,Daer - Ghabit
475,10,العصيمه,Aleasimuh
477,10,برده,Baradah
478,10,الخناديق,Alkhanadiq
479,10,الدائر - الحبيل,Daer - Alhabil
482,10,نيد المخوقه,Nayd Almukhuqih
483,10,المحموم,Almahmum
485,10,القعاد,Alqaead
490,10,الدائر - العرقوب,Ad Dair - Aleurqub
494,10,الدائر - الحضن,Ad Dair - Alhudan
496,10,اطول,'Atwal
499,10,الجعله,Aljaealuh
500,10,حبيل الثاهر,Habil Alththahir
501,10,جو العير,Jawin Aleir
503,10,المعطاف,Almietaf
506,10,الدائر - العين,Ad Dair - Aleayn
507,10,المحمور,Almahmur
508,10,شريج,Sharij
514,10,الدائر - الوغره,Daer - Alwaghruh
515,10,قله العبيسى,Qalh Aleabisaa
516,10,الطحله,Altahuluh
517,10,المجلس,Almajlis
518,10,الضاجع,Aldaajie
519,10,الرجيف,Alrajif
520,10,الثهية,Althahia
524,10,خضاضه,Khadaduh
529,10,لصبه المارب,Lasbet Al Mareb
530,10,الدائر - باديه,Daer - Badiah
531,10,تغادر,Taghadur
534,10,الحاشر,Al Hasher
554,10,عثوان,Athwan
555,10,حرف الزرب,Harf Az-Zarb
556,10,المسيجد,Al Musaijed
557,10,مخاورة الشعراء,Mukhawret Ash-Shuara
559,10,الردمان,Al Radman
562,10,الحبيل,Al-Habeel
565,10,المعقم,Al Muaqem
566,10,حبيل فحليل,Hubayel Fahleel
567,10,خطوة القرية,Ghatwet Al Qaryeh
568,10,لجايرة,Lugayrah
569,10,الدائر - حبيل السلب,Daer - HubayelAs-Salab
570,10,الهرمه,Al Hermah
571,10,الميجاح,Al Maygah
572,10,منمه,Manamah
573,10,الحجابين,Al Hagabeen
576,10,نيد حردان,Ned Herdan
577,10,الدائر - الشباب,Ad Dair - Ash-Shabab
578,10,السارة,Al-Sarah
579,10,حبيل الواردات,Hubayel Al Waredat
580,10,المليحه,Al Malaiha
581,10,الدائر - غابط,AdDair - Ghabet
582,10,قعاد آل شيحه,Quad Al Shiha
583,10,البارك,Al Barek
585,10,القريثه,Al Quraythah
586,10,النبعه,An-Nabaah
587,10,عزان,Azzan
589,10,الثاهره,Ath-Thaherah
590,10,الدائر - الخطم الشرقي,Daer - AlKhatmAsh-Sharqi
591,10,الخطم الشرقي,Al-Khatm Al-Sharqi
592,10,القاعه,Al Qaah
593,10,المعينه,Al-Maeenah
594,10,نعامه,Naamah
595,10,الدائر - الرقبه,Daer - Ar-Raqabah
596,10,جامعه,Jamaeah
597,10,الفيدل,Al Fayadal
598,10,ال شامر,Al Shamer
599,10,الفسيح,Al Fasih
600,10,وادى الحجفه,Wadi Al Jahafah
601,10,العقده,Al-Uqdah
603,10,الدائر - النشمه,Ad Dair - An-Nashamah
604,10,عجام,Ajam
605,10,الحجفه,Al Hajafah
606,10,الشلال,Ash-Shallal
607,10,الدائر - الذنبه,Ad Dair - Al Zanabah
608,10,نيد الغير,Ned Al Gheir
609,10,القرن,Al Qarn
610,10,الصد,As-Sad
611,10,الروبة,Ar-Rawyah
612,10,الدائر - الشعراء,Ad Dair - Ash-Shara
613,10,الدائر - القلل,Ad Dair - Al Qullal
614,10,الدائر,Ad Dair
615,10,وادى الكرمه,Wa'Adaa Alkaramuh
616,10,لحج الضبره,Lihaji Aldabrah
617,10,بير الشار,Bayr Alshshari
618,10,المزافله,Almazafiluh
619,10,القما,Alqamma
620,10,الدائر - المغسل,Ad Dair - Almaghasil
621,10,المصف,Almisafu
622,10,السليته,Alsiliyatuh
623,10,وادى قير,Wa'Adaa Qir
624,10,ذارى القهبه,Dhara Alqahbih
625,10,السنطه,Alsintuh
626,10,قله المشربه,Qulh Almashrabuh
627,10,المعشره,Almueshiruh
628,10,الدائر - القعقاع,Ad Dair - Alqieqae
629,10,الدائر - الصله,Ad Dair - Alsiluh
630,10,الملوا حراز,Almaluu Hiraz
631,10,نيد الخطوه,Nyd Alkhutuh
632,10,ملحاب,Milhab
634,10,الدائر - حراز,Ad Dair - Hiraz
635,10,المقمور,Almaqmur
636,10,جبل روحان,Jabal Ruhan
637,10,الذناب,Aldhinab
638,10,الغادى,Alghadaa
639,10,خاشر,Khashir
640,10,نيد الذراع,Nyd Aldhirae
641,10,خطيبه,Khtybh
642,10,الدائر - الثاهر,Daer - Alththahir
643,10,مشيب,Mashib
644,10,شدنه,Shadanah
645,10,ذراع البارك,Dhirae Albark
646,10,ذات الخلفين,Dhat Alkhalafin
647,10,القويعات,Alquayeat
649,10,قعادين,Qaeadin
650,10,العوارض,Aleawarid
653,10,رغله,Raghalah
655,10,العدوه و الصفا,Aleaduh and Alsafa
657,10,ذراع القمع,Dhirae Alqame
660,10,الدفين,Aldafin
661,10,نيد الحقو,Nyd Alhaqu
662,10,القهبه,Alqahbuh
663,10,المقندر,Almuqandar
666,10,الدائر - الهرار,Ad Dair - Alhirar
667,10,الدائر - الشعيث,Ad Dair - Alshaeith
668,10,الشعيب,Alshaeib
669,10,حبيل الشقره,Habil Alshaqrih
671,10,الدائر - القاسى,Ad Dair - Alqasaa
673,10,حبيل معين,Habil Maein
674,10,البازخاء,Albazikha'
675,10,المقعد,Almaqead
676,10,قهد,Qahd
680,10,صحصح,Sahsah
683,10,حيد الحلحله,Hyd Alhalhalh
684,10,قله النباخ,Qalh Alnibakh
686,10,الظلامتين,Aldhilamitayn
687,10,الدائر - منفه,Ad Dair - Manfah
689,10,الدائر - الثواهر,Daer - Althawahur
691,10,النفيش,Alnafish
695,10,الدائر - العنقه,Daer - Aleunquh
696,10,حياف ال مروح,Hiaaf Al Muruh
698,10,الدخول,Aldukhul
699,10,الشجاج,Alshijaj
700,10,ال سلمى,Al Salamaa
701,10,المبدأ,Almabda
702,10,القحيز,Alqahiz
703,10,نيد العادى,Nyd Aleada
704,10,بين مقرن,Bayn Muqaran
705,10,الدائر - القله,Daer - Alqalah
717,10,قعاد الاغبر,Qaead Alaghbir
718,10,الجرنه,Aljuranah
723,10,الحلحل,Alhilhal
724,10,العصا,Aleasa
725,10,شط الدخس,Shata Aldakhs
726,10,زغفه,Zaghfah
732,10,ذراع الثوعه,Dhirae Althaweih
735,10,الرزنه,Alruzunuh
736,10,السعد,Alsaed
739,10,الدائر - القرنه,Daer - Alqaranah
740,10,الدائر - النقيل,Daer - Alnaqil
741,10,البجراء,Albijra'
742,10,الدائر - باديه,AdDair - Badih
743,10,مرواغ,Mirwagh
745,10,الرجح,Alrajh
746,10,الحضن حبس,Alhudn Habas
748,10,ثاهره القعاد,Thahirah Alqaead
749,10,المهشم,Almahsham
751,10,الغمره حبس,Alghamaruh Habs
752,10,الحبيل,Alhabil
757,10,باديه,Badih
758,10,الشضايمه,Alshadayumuh
759,10,ثاهر راشد,Thahir Rashid
760,10,لحج المطرد,Lihaj Almutrad
761,10,ذراع قطل,Dhirae Qatal
762,10,كدح,Kadah
763,10,الدائر - النقيل,AdDair - Alnaqil
764,10,القميع,Alqamie
766,10,العدو,Aleadui
767,10,الدائر - السرو,Ad Dair - Alsuruw
769,10,الدائر - الدحره,Daer - Aldahruh
770,10,ذراع ال الشريف,Dhirae Al Alsharif
772,10,شفهوي,Shafahawi
773,10,الدائر - الحشره,Ad Dair - Alhashruh
774,10,مقمر,Muqamar
777,10,المزدرب,Almuzadarib
779,10,دار القويعه,Dar Alqawayeuh
780,10,الشدان,Alshadaan
781,10,طيره,Tyrah
783,10,القابل,Alqabil
785,10,عرق المروي,Earaq Almarawi
787,10,السفنه,Alsufunuh
789,10,صرمان,Sarman
790,10,الدائر - مدخال,Ad Dair - Midkhal
791,10,العدي,Aleadi
792,10,القعيد,Alqaeid
794,10,سمايه,Samayh
795,10,الثبيت,Althabiat
797,10,مسحل,Musahal
800,10,الخديلة و الشاق,Alkhadilat and Alshshaqu
802,10,بقعه رحه,Baqeah Rahah
803,10,الروغه,Alruwghuh
804,10,اللحيان,Allahyan
805,10,حيد الشدان,Hyd Alshaddan
807,10,الدائر - حيد الحمره,Daer - HydAlhamrih
808,10,الدائر - الجنيب,Daer - Aljanib
809,10,الدائر - المشرف,Ad Dair - Almashrif
810,10,مجناه,Majnah
811,10,الضواحى,Aldawahaa
812,10,مضايا,Madaya
813,10,الدائر - المحشره,Daer - Almuhshiruh
814,10,حبيل الدخيس,Habil Aldakhis
815,10,الدائر - المحنيه,Daer - Almahanih
816,10,الدائر - القران,Ad Dair - Alquran
817,10,القرحان,Alqarhan
818,10,نيد الجرنه,Nayd Aljaranh
819,10,دليله,Dililah
820,10,الدائر - العصم,Daer - Aleusm
822,10,مكلس,Muklis
824,10,العدنه,Aleadanuh
827,10,القويعه,Alquayeuh
828,10,فحجله,Fahajlh
829,10,الجازر,Aljazir
830,10,الذياب,Aldhiyab
831,10,العشة,Aleisha
832,10,الرميح,Alramih
833,10,النصع,Alnase
834,10,فوق النيد,Fawq Alnayd
835,10,نيد حديد,Nayd Hadid
836,10,وادي آل جابر,Wadi Al Jabir
837,10,الدائر - القنا,Daer - Alqana
838,10,الدائر - الحرف,Ad Dair - Alharaf
839,10,الفصعاء,Alfusea'
840,10,العرين الحرقه,Alearin Alharaquh
841,10,الحرف النوص,Alharaf Alnuws
842,10,الغربى,Algharbaa
843,10,الغربيه,Algharbiuh
844,10,الدائر - القرى,Daer - Alquraa
845,10,مشبعه,Mushabieh
846,10,الشرقى الزرايب,Alsharqaa Alzarayib
847,10,نيد المسلم,Nayd Almuslim
848,10,المترادف,Almutaradif
849,10,السراب,Alsarab
850,10,الدائر - الثوعه,Ad Dair - Althaweuh
851,10,عماية,Eimaya
852,10,حلوان,Hilwan
853,10,الشنعه الغربيه,Alshanaeuh Algharbiuh
854,10,الخنتبه,Alkhantbuh
855,10,قسيمه,Qasymh
856,10,نيد الميثه,Nayd Almithih
857,10,غافله,Ghafilah
858,10,البلد,Albalad
859,10,نيد ام سعد,Nyd Umm Saed
860,10,الرفاص,Alrafas
861,10,جوجة,Jawja
862,10,بين العينين,Bayn Aleaynayn
863,10,عطف,Eutf
864,10,الدائر - الخطوه,Ad Dair - Alkhutuh
865,10,مقعده,Maqeaduh
866,10,القمه,Alqamuh
867,10,الدائر - البقعه,Ad Dair - Albaqeuh
868,10,البطان,Albitan
869,10,مريواء,Mariwa'
870,10,الراهز,Alrrahiz
874,10,الهجره,Alhijaruh
876,10,ام سهوة,Umm Sahwa
877,10,ذو الحراج,Dhu Alhiraj
878,10,الدائر - الحمره,Ad Dair - Alhamruh
880,10,مثعله,Mathealuh
882,10,الدائر - جلال,Daer - Jalal
883,10,السيالة,Alsiyala
886,10,الموطاه,Almutah
887,10,الظفير,Aldhafir
888,10,المدره,Almadaruh
897,10,الدائر - الخالفه,Ad Dair - Alkhalifuh
898,10,الدائر - النصايب,Ad Dair - Alnasayib
901,10,العرابة,Aleiraba
902,10,الخاض,Alkhadu
904,10,الأثبه,Al'Athbuh
905,10,حدبه احمر,Hadabuh Ahmur
906,10,المذنب,Almudhanib
908,10,الوهده,Alwahduh
909,10,المحامي,Almuhami
913,10,سلمن,Salmun
914,10,الشجب,Alshajab
917,10,وادي دفا الجزء الشمالي ـ مركز إماره دفاء,Wadi Dafa The Northern Region 'Iimarih Dafa Center'
918,10,الغلال,Alghilal
919,10,مقرو,Maqru
925,10,صدر مراكه,Sadar Marakuh
926,10,المدرتين,Almudratayn
927,10,صويحا,Sawihaan
928,10,الجور,Aljur
929,10,جحيدم,Jhydm
930,10,الرحه,Alruha
931,10,الحرضاء,Alharda'
932,10,خو مسعود,Khu Maseud
934,10,مخرم,Makhrim
935,10,المعسر,Almaesir
937,10,المحببه,Almuhabibuh
938,10,الدائر - العارض,Daer - Alearid
939,10,الخنقاء,Alkhunqa'
940,10,الحويصه,Alhawaysuh
941,10,الملبا,Almalaba
942,10,اللعساء,Allaeisa'
943,10,الدائر - العروض,Daer - Aleurud
944,10,دايان,Dayan
945,10,صباخ,Sabakh
946,10,الغرة,Alghara
947,10,تربان,Tarbaan
948,10,أسبخه,Asbkhah
949,10,قرن حلوان,Qarn Hulwan
950,10,الوجيمه,Alwajimuh
952,10,المظروف,Almadhruf
953,10,وادى منخرا,Wa'Adaa Munakharanaan
954,10,منمور,Manmur
974,10,الدائر - المروي,Ad Dair - Al Marwah
978,10,الدائر - الجوار,Ad Dair - Al Jowar
981,10,شريحه,Shurayhah
988,10,القريه,Al Qariyah
990,10,السنام,Al Senam
999,10,المغدي,Al Mughedi
1000,10,وادي حمر,Wadi Humur
1005,10,المسابه,Al Masabah
1006,10,حنفجه,Hanfajah
1009,10,المسنه,Al Musanah
1010,10,قشبه,Qashabah
1011,10,عسير - الخليف,Asir - Al Khulayef
1012,10,صوبا,Soba
1013,10,المجاوزه,Al Mujawazah
1014,10,القطع,Al Qataa
1015,10,الشهاده,Al Shehadah
1016,10,الحاثره,Al Hatherah
1017,10,الخبط,Al Khobat
1018,10,شعب لبن,Shuaab Laban
1019,10,صلاخه,Salakhah
1020,10,حدلان,Hadlan
1021,10,المقوس,Al Muqawas
1022,10,عماقيه,Amaqiyah
1023,10,الدائر - جغمه,Daer - Goghmah
1024,10,قرثه,Qarathah
1025,10,المارب,Al Marab
1026,10,فغره,Faghrah
1027,10,الجابيه,Al Gabiyah
1028,10,الوقيره,Al Waqerah
1029,10,الداير,Addayer
1030,10,الرديهه,Al Rudayhah
1032,10,اللبخه,Al Labkhah
1033,10,الشيح,Al Shayh
