district_id,city_id,region_id,name_ar,name_en
202,12532,13,الصفاء,Al-Safwa
203,12532,13,الكوثر,Al-Kuthar
204,12532,13,بدر,Badr
205,12532,13,التلال,At-Talal
206,12532,13,الياقوت,Al-Yaqout
207,12532,13,السنبلة,Al-Sanabil
208,12532,13,المرجان,The Marjan
209,12532,13,الظلال,Ad Diriyah
210,12532,13,اليمام,Al Yamamah
211,12532,13,أجياد,Ajyad
212,12532,13,الرابية,Ar Rabiyah
213,12532,13,الضلع,The Rib
214,12532,13,الروضة,Ar Rawdah
215,12532,13,الواحة,Al Wahah
216,12532,13,الربيع,Ar Rabie
217,12532,13,الصديق,Al-Sadeek
218,12532,13,الريحان,Al Rayhan
219,12532,13,الندى,An Nada
220,12532,13,الزيتون,Al-Zaytoun
221,12532,13,الريان,Ar Rayyan
222,12532,13,الربوة,The Rabwah
223,12532,13,الغدير,Al Ghadeer
224,12532,13,الناصرية,Al-Naseeriya
225,12532,13,النفل,An-Nafil
226,1778,9,غرناطة الشرقي,Eastern Gharnatah
228,1778,9,الشروق الاداري,Al-Shurooq Al-Idari
229,1778,9,النخيل الشمالي,Al Nakheel Al Shamali
230,1778,9,ضاحية الملك فهد,King Fahd District
231,12532,13,الزهراء,Al Zahraa
232,12532,13,السليمانية,Al Sulimaniyah
233,12532,13,الحزم,Al-Hazm
234,12532,13,الجامعة,Al-Jamia
235,1778,9,النهضة,Al Nahda
236,1778,9,الفنار,Al Fanar
237,1778,9,الارجوان الغربي,Al-Argawan Al-Gharbi
239,1778,9,السعادة,Al Saadah
241,1778,9,الوئام,Al Waha
243,1778,9,الياسمين,Al Yasmin
244,1778,9,الروابي,Rawabi
245,1778,9,الاصداف,Al Asdaf
246,1778,9,الشامل,Al Shamal
247,1778,9,الصناعية الأولى,First Industrial District
248,1778,9,الناصرية,Al Nasiriyya
249,1778,9,تلال عرعر,Telal Arar
250,1778,9,الرفاع,Al Rafiah
251,1778,9,القدس الشرقي,Al Quds Al Sharqi
252,1778,9,النخيل الجنوبي,Al-Nakhil Al-Janoubi
253,1778,9,البساتين الاداري الشرقي,Eastern Admistrative District
254,1778,9,الخالدية,Al Khalidiyah
255,1778,9,إشبيلية الشمالي,Ishbiliyah North
256,1778,9,الجامعة,University
257,1778,9,البراعم,Al Baraem
258,1778,9,معيلة,Maillah
259,1778,9,هجرة ابن سعيد,Hijrah Ibn Sa'id
260,1778,9,الصناعية الثانية,New Industrial District
261,1778,9,الفروسية,Al Farousiyah
262,1778,9,المحمدية,Al-Mohammadiyah
263,1778,9,الروضة,Al Rawdah
264,1778,9,المروج الغربي,Al Murooj Al Gharbi
265,12532,13,الشروق,Al Shurooq
266,12532,13,النزهة,Al-Nazah
267,12532,13,الفاروق,Al-Faruq
268,1778,9,الفيصلية,Al Faisaliyah
269,1778,9,الريان,Al Rayyan
270,1778,9,العزيزية,Haya Al Aziziyah
271,1778,9,بدنة,Haya Badeenah
272,1778,9,المطار,Almatar
273,1778,9,مشرف,Hadaa Mishrif
274,1778,9,الجوهرة,Al Jawhara
275,1778,9,المساعدية,Al-Masaidiya
276,1778,9,الصقار,Al-Suqair
277,1778,9,قرطبة,Al-Qurtubah
278,1778,9,تشليح السيارات,Tashleeh Al Siyarat
279,1778,9,البساتين الاداري الغربي,Al-Basatin Al-Adari Al-Gharbi
280,1778,9,المباركية,Haya Al Mubarakia
281,1778,9,الشذا,Al Shatha
282,1778,9,المروج الشرقي,Al Murooj East
283,1778,9,القدس الغربي,Al-Quds Al-Gharbi
284,1778,9,النسيم,Al Naseem
285,1778,9,الأمانة الاداري,Al Amanah Administrative District
286,1778,9,محجوزات ارمكو,Aramco
287,1778,9,التقنية,Technology
288,1778,9,ام الضيان,Al Diyan
289,1778,9,مدينة الانعام,Al-Annam City
290,1778,9,الخليج العربي الشرقي,Eastern Province
291,1778,9,الصالحية,Al Salhiya
292,1778,9,المنصورية,Al Mansouriyah
293,1778,9,الربوة,Ar Rabwah
294,15718,4,الموطا,The Platform
295,1778,9,إشبيلية الجنوبي,Ashbiliyah Al Janoubi
296,2694,6,صوفان,Sufan
297,2694,6,الأمير سلطان,Prince Sultan
298,2694,6,الدحلة,The Dalhah
299,2694,6,الشفاء,Al-Shifa
300,2694,6,النزهة,Al Nuzha
301,2694,6,المدراء,The Directors
302,2694,6,المروة,Al-Murwah
303,2694,6,الحيفة,Al-Haifaa
304,2694,6,الخالدية والعزيزية,Al Khalidiya and Al Azizia
305,2401,6,الباردة,Al-Bardah
306,2401,6,الصناعية,Al-Sanaiyah
307,2401,6,الروضة,Ar Rawdah
308,2401,6,المروة,Al-Murwah
309,15718,4,الجنوب,The South
310,2401,6,السليمانية,Al Sulimaniyah
311,2401,6,الضاحية,The Suburb
312,2401,6,الفيصلية,Al-Faisaliyah
313,4177,6,الزهراء,Al Zahraa
314,1778,9,الخليج العربي الغربي,Al Khobar
316,1778,9,الارجوان الشرقي,Al Arjan Al Sharqi
317,2694,6,الحميمة و أبو خيال,Al-Hamimah and Abu Khayal
318,2694,6,الربوة,The Rabwah
319,2694,6,الخزان,Al Khuzama
320,2694,6,النور,The Light
321,2694,6,جميع,All
322,2694,6,الريان,Ar Rayyan
323,2694,6,الشداخة,Al Shadakah
324,2694,6,الحرف,Al-Haraf
325,2694,6,قرية المهدي,Al Mahdi Village
326,2694,6,قنيع و النغيلة,Qunai'a and Al-Nghaila
327,2694,6,الحزامي و النغيلة,Al-Hazami and Al-Nghaila
328,2694,6,نمران,Namran
329,2694,6,الأمير عبدالله,Prince Abdullah
330,4177,6,الخضراء,Al Khobar
331,2694,6,المطار,The Airport and Ar Roshan
332,4177,6,الخالدية,Al Khalidiyah
333,4177,6,الروابي,The Meadows
334,2694,6,أحد,Ahd
335,2694,6,الهيشة,Al-Heesha
336,2694,6,الصبيحي,Al-Sabahi
337,2694,6,الحمة,Al Hamra
338,2401,6,الخالدية,Al Khalidiyah
339,2401,6,النهضة,Al Nahda
340,2401,6,الشفاء,Al-Shafa
341,2401,6,الحمراء,Al Hamra
342,2401,6,الصفاء,Al Safa
343,4177,6,الوادي,The Valley
344,4177,6,الشعلة,Al Shalhah
345,4177,6,العليا,Al Olaya
346,4177,6,الواحة,Al Wahah
347,4177,6,الربيع,Ar Rabie
348,4177,6,الأمل,Al-Amal
349,4177,6,السلطان,The Sultan
350,4177,6,الفيصلية,Al-Faisaliyah
351,4177,6,العزيزية,Al Aziziyah
352,4177,6,العروبة,Al Aroobah
353,4177,6,الشاطئ,The Beach
354,14001,3,شظاة,Al Wizarat
355,4177,6,الروضة,Ar Rawdah
356,4177,6,المنتزة,Al-Muntazah
357,4177,6,الفهد,Al Fahd
358,18399,6,العزيزية,Al Aziziyah
359,18399,6,النسيم,Al-Naseem
360,18399,6,المصايف,Al-Masayef
361,18399,6,الشفاء,Al-Shifa
362,18399,6,الصناعية,Al-Sanaiyah
363,2499,6,السلام,The Peace
364,2499,6,الروابي,The Meadows
365,2499,6,اليمامة,Al Yamamah
366,4177,6,النزهة,Al-Nazah
367,18399,6,الشلال,Al Shalal
368,18399,6,المستقبل,Almustaqbal
369,18399,6,الروضة,Al Rawdah
370,18399,6,الروابي,The Meadows
371,18399,6,الرحاب 2,Al Rafaya 2
372,18399,6,السلام,The Peace
373,18399,6,الرحاب,Al Rahab
374,18399,6,الأمل,Al-Amal
375,18399,6,الضباب,The Dhabab
376,18399,6,النهضة,Al Nahda
377,4177,6,الصفح,The Page
378,12532,13,الهدا,Al-Hada
379,4177,6,الشرق,The East
380,4177,6,الضباب,The Dhabab
381,4177,6,النسيم,Al-Naseem
382,4177,6,الأندلس,Andalus
383,4177,6,السروات,Al Suwaidi
384,4177,6,الزهر,Al Zahrr
385,4177,6,السامر,Al-Samer
386,4177,6,السلام,The Peace
387,4177,6,السلامة,Al Salamah
388,2499,6,البساتين,Al-Basateen
389,2499,6,الضباب,Ad Diriyah
390,2499,6,الإزدهار,Al Izdihar
391,4177,6,النخيل,The Palms
392,4177,6,البستان,Al Bustan
393,15718,4,السالمية,Al Salamiah
394,15718,4,الأنوار,Al Anwar
395,4177,6,السنابل,Alsanabil
396,4177,6,النهضة,An Nahdah
397,4177,6,الشروق,Al Shurooq
398,4177,6,الربوة,The Rabwah
399,2499,6,الشروق,Al Shurooq
400,2499,6,الواحة,Al Wahah
401,2499,6,العزيزية,Al Aziziyah
402,2499,6,بلال,Balal
403,2499,6,النزهة,Al Nuzha
404,2499,6,النسيم,Al-Naseem
405,14254,4,الخليج,The Gulf
406,2499,6,السروات,Al Suwaidi
407,2499,6,الشفاء,Al-Shafa
408,2499,6,الأندلس,Andalus
409,2499,6,المطل,The Matl
410,2499,6,السد,Al-Sad
411,2499,6,الفاروق,Al-Faruq
412,2499,6,المنتزة الشمالي,The Northern District
413,2499,6,الزهور,Al Zahoor
414,15718,4,الرابية,Ar Rabiyah
415,15718,4,مبروكة,Mabrookah
416,2499,6,التعاون,Al Taawun
417,18048,6,الربوة,The Rabwah
418,18048,6,السروات,Al Suwaidi
419,18048,6,السلامة,Al Salamah
420,18048,6,الربيع,Ar Rabie
421,15718,4,خب الجطيلي,The Ghutayli
422,18048,6,النزهة,Al Nuzha
423,15718,4,النور,The Light
424,15718,4,قرطبة,Qurtubah
425,18048,6,الخالدية,Al Khalidiyah
426,18048,6,المنتزة,The District
427,2499,6,المنتزة الجنوبي,The Southern District
428,2499,6,نجد,Najd
429,2499,6,الفلاح,Al Falah
430,2499,6,النهضة,Al Nahda
431,2499,6,الرحاب,Ar Rihab
432,2499,6,الخليج,The Gulf
433,2499,6,الصديق,Al-Sadeek
434,2499,6,الفيصلية,Al-Faisaliyah
435,18048,6,الزيتون,Al-Zaytoun
436,11308,6,الظهرة,Ad Dirah
437,11308,6,المنتزة,Al-Muntazah
438,11308,6,الصناعية,Al-Sanaiyah
439,11308,6,الصفاء,Al Safa
440,9192,6,المروج,Al-Murooj
441,9192,6,الشهداء,Al-Shuhada
442,18048,6,العزيزية,Al Aziziyah
443,18048,6,الشفاء,Al-Shifa
444,15718,4,الضاحي الشرقي,The Eastern Ad-Dahhak
445,2499,6,المنار,Al Manar
446,2499,6,المروج,Al-Murooj
447,2499,6,الربيع,Ar Rabie
448,15718,4,المعارض,Al Maaridh
449,2499,6,الأمل,Al-Amal
450,18048,6,البساتين,Al-Basateen
451,11308,6,النسيم,Al-Naseem
452,11308,6,الضرس,The Diras
453,11308,6,المقاعد,The Seats
454,11308,6,النزهة,Al Nuzha
455,11308,6,الشهداء,Al-Shuhada
456,11308,6,الفيصلية,Al-Faisaliyah
457,11308,6,الورود,Al-Wurud
458,11308,6,القدس,Al-Quds
459,11308,6,الوعد,Al Wadi
460,11308,6,الياسمين,Al Yasmin
461,2499,6,الصناعية,Al-Sanaiyah
462,11308,6,النهضة,Al Nahda
463,11308,6,الحيلة الغربي,Al Hilah Al Gharbiya
464,11308,6,الحيلة الشرقي,Al Hilah Ash Sharqiyah
465,11308,6,الزهور,Al Zahoor
466,11308,6,البصرة,Al-Basrah
467,15718,4,الورود,Al-Wurud
468,11308,6,الخالدية,Al Khalidiyah
469,11308,6,المروج,District 3
470,11308,6,الدانة,Al Dana
471,11308,6,السلامة,Al Salamah
472,11308,6,العزيزية,Al Aziziyah
473,11308,6,اليرموك,Al-Yarmouk
474,18048,6,الورود,Al-Wurud
475,18048,6,السلام,The Peace
476,18048,6,الريان,Ar Rayyan
477,3086,6,النهضة,Al Nahda
478,3086,6,الزيتون,Al-Zaytoun
479,3086,6,الشفاء,Al-Shifa
480,6053,6,الفرعين 2,Al-Farouq 2
481,6053,6,الفرعين 1,Al-Farouqain 1
482,6053,6,الفرعين 4,Al Faisaliyah
483,10907,6,الخليج,Al Khaleej
484,10907,6,الفيصلية,Al Fayṣaliyah
485,3086,6,النور,The Light
486,3086,6,الخالدية,Al Khalidiyah
487,3086,6,مرحبين,Welcome
488,3086,6,الربوة,The Rabwah
489,3086,6,الفهد,Al Fahd
490,3086,6,الروضة,Ar Rawdah
491,3086,6,المعارف,Al Ma'arif
492,3086,6,السلام,The Peace
493,3086,6,النخيل,The Palms
494,3086,6,القدس,Al-Quds
495,3086,6,الفتح,Al-Fateh
496,12234,13,الفرسان,Al-Fursan
497,9192,6,الواحة,Al Wahah
498,9192,6,الحزم,Al-Hazm
499,18048,6,السامر,Al-Samer
500,18048,6,الروضة,Ar Rawdah
501,6053,6,ال صمان,The Saman
502,2607,6,البدع,Al Badah
503,20264,1,النخيل,Al-Nakhil district
504,4393,6,الضباب,The Dhabab
505,15718,4,الربوة,The Rabwah
506,4393,6,الجنادرية,Al Janadriyah
507,4393,6,البوادي,Al-Bawadi
508,4393,6,الملك عبدالعزيز,King Abdulaziz
509,6053,6,الفرعين 3,Al Farien 3
510,6053,6,التسامح,Al-Tasamuh
511,6053,6,السامر,Al-Samer
512,2607,6,الخالدية,Al Khalidiyah
513,2607,6,الزهور,Al Zahoor
514,2607,6,الغزالة,Al Ghazalah
515,15718,4,الزرقاء,Al-Zarqaa
516,2607,6,الحمراء,Al Hamra
517,2607,6,ال سويدان,Al Sudan
518,2607,6,العزيزية,Al Aziziyah
519,2607,6,البديع,Al Badee
520,2607,6,الدائري الجنوبي,The Southern Ring
521,2607,6,التعاون,Al Taawun
522,2607,6,الدائري الشمالي,The Northern Ring
523,2607,6,الصناعية,Al-Sanaiyah
524,2607,6,الدائري الغربي,The Western District
525,2607,6,الملك عبدالله,King Abdullah
526,9192,6,الوادي,The Valley
527,9192,6,النهود,The Nahud
528,9192,6,الربيع,Ar Rabie
529,10907,6,العدالة,Al-Adalah
530,15718,4,خضيراء الجنوبية,Khobar South
531,10907,6,النهضة,Al Nahda
532,10907,6,الخالدية,Al Khalidiyah
533,10907,6,الروضة,Al Rawdah
534,4393,6,الربيع,Ar Rabie
535,4393,6,البستان,Al Bustan
537,4393,6,الروابي,The Meadows
538,4393,6,الفيصلية,Al-Faisaliyah
539,4393,6,العرين,Al Areen
540,4393,6,الرحيب,Al Rehab
541,4393,6,القدس,Al-Quds
542,4393,6,النخيل,The Palms
543,4393,6,السلام,The Peace
544,4393,6,البلد,The Country
545,4393,6,الورود,Al-Wurud
546,4205,6,الصناعية,Al-Sanaiyah
547,4205,6,الصفاء,Al-Safwa
548,4205,6,التعاون,Al Taawun
549,4205,6,المنهل,The District
550,4205,6,النزهة,Al Nuzha
551,4205,6,الروضة,Ar Rawdah
552,4205,6,الملك فهد,Al Malak Fahd
553,4205,6,المروج,Al-Murooj
554,6166,6,السمر,Al-Samar
555,15718,4,القويع,Al Qaweeia
556,15718,4,الوسيع,Al Waseel
557,15718,4,المتينيات,Al Mutanniyah
558,15718,4,الهدية الجنوبية,Al-Hada South
559,4205,6,العروبة,Al Aroobah
560,4205,6,النسيم,Al-Naseem
561,4205,6,الخالدية,Al Khalidiyah
562,4205,6,الفاخرية,Al Fakhriyah
563,4205,6,النهضة,Al Nahda
564,6166,6,المروة,Al-Murwah
565,6166,6,الكوثر,Al-Kuthar
566,15718,4,الروضة,Ar Rawdah
567,15718,4,الجراد,Al Jurad
568,15718,4,وهطان,Wuhdan
569,15718,4,القادسية,Al-Qadisiyah
570,4393,6,الصناعية,Al-Sanaiyah
571,4393,6,النهضة,Al Nahda
572,15718,4,خب البريدي,Al Bredy
573,4393,6,الربوة,The Rabwah
574,4393,6,الملحة,Al Malaz
575,4393,6,التعاون,Al Taawun
576,4393,6,التضامن,Al Tadamun
577,6166,6,الخزام,Al Khuzam
578,6166,6,الياسمين,Al Yasmin
579,6166,6,المسك,Al-Musk
580,6166,6,الفل,The Phil
581,15718,4,النزهة,Al Nuzha
582,2607,6,المنطقة الصناعية,Industrial Area
583,2607,6,الخزان,Al Khuzama
584,2607,6,الفاخرية,Al Fakhriyah
585,6166,6,الخالدية,Al Khalidiyah
586,6166,6,الورود,Al-Wurud
587,6166,6,سلطانة,Sultanah
588,6166,6,السدر,Al Sadd
589,6166,6,القطائف,Al-Qatif
590,6166,6,الريحان,Al Rayhan
591,15718,4,الإزدهار,Al Izdihar
592,6166,6,المقضي,The District
593,6166,6,تمنية,Tamnia
594,6166,6,الموسم,Al Mousim
595,15718,4,المرقب,The Morqob
596,6166,6,دلغان,Dalghan
597,6166,6,الرمان,Ar-Ramann
598,6166,6,الفرعاء,Al-Qurayyat
599,6166,6,الياقوت,Al-Yaqout
600,6166,6,الرياحين,Al Riyadhin
601,6166,6,تاتة,Second
602,15718,4,المهاريس,Al Maharis
603,15718,4,القويطير,Al Qwea'teer
604,15718,4,النرجس,The Narcissus
605,6166,6,الوادي,The Valley
606,15718,4,الهدية الشمالية,Al Hada North
607,15718,4,التوفيق,Al-Tuwaiq
608,6166,6,الصفاء,Al Safa
609,6166,6,البديع,Al Badee
610,6166,6,الروضة,Ar Rawdah
611,6166,6,النعمان,An Naman
612,6166,6,الروابي,Al Rawabi
613,6166,6,الصناعية,Al-Sanaiyah
614,6166,6,الربوة,The Robouh
615,15718,4,المناخ,The District
616,13,10,الباحر,Al Baher
617,13,10,الرونة,Ar Rawdah
618,13,10,النجوم,The Stars
619,13,10,المنار,Al Manar
621,6013,6,الياسمين,Al Yasmin
622,15716,10,الأراك 1,Al Arak 1
623,12293,10,السلام 3,Al Salam 3
624,12293,10,السلام 1,Al Salam 1
625,12293,10,الحزم 2,Al Hazm 2
626,12293,10,الصفاء,Al Safa
627,12293,10,الخضراء 3,Al Khudra'a 3
628,12293,10,السلام 2,Al Salam 2
629,6099,10,الجامعة,The University
630,6099,10,الجامع,The University
631,6099,10,الجنوبي,Al Hayer
632,6099,10,إسكان الملك عبدالله لولديه,Housing King Abdullah District
633,11048,5,الخالدية الجنوبية,Al Khaldyah Al Jnubyah
634,19375,7,رايس,Rayes
635,19375,7,الدوائر الحكومية,Government Districts
636,19375,7,الجامعة,The University
637,13,10,الفرشة,The Furshah
638,15718,4,البديع,Al Badee
639,6013,6,العنود,Al Ounoud
640,6166,6,الوردتين,Al-Wurudain
641,12548,13,السلام,The Peace
642,19375,7,منطقة الخدمات أ,Services Area A
643,19375,7,الأنعام,Al-Anam
644,19375,7,الفنار,Al Fanar
645,19375,7,واحة الشمال,Northern Oasis
646,19375,7,الحزم,Al-Hazm
647,15716,10,القدس 2,Al Quds 2
648,15716,10,الحزم 2,Al Hazm 2
649,15716,10,الأندلس 1,Al Andalus 1
650,15716,10,الأندلس 4,Al-Andalus 4
651,15716,10,الأندلس 2,Al-Andalus 2
652,19375,7,العين,Al Ain
653,19375,7,الشفاء,Al-Shafa
654,19375,7,الصفاء,Al Safa
655,19375,7,الأخضر,Al Akhdar
656,15716,10,المطار,Airport
657,15716,10,النسيم,Al-Naseem
658,15716,10,المطار,Airport
659,15716,10,الصفاء,Al Safa
660,15718,4,الخبيب,Al-Khubar
661,6053,6,النهضة,Al Nahda
662,6053,6,النزهة 2,Al Nuzha 2
663,6053,6,النزهة 1,Al Nuzha 1
664,6013,6,الزهود,Al Zahoud
665,15718,4,البدور,Al Boudour
666,15718,4,السلام الغربي,Al Salam Al Gharbi
667,19375,7,الشروق,Al Shurooq
668,19375,7,الراية,The Flag
669,19375,7,الصفوة,Al Safwa
670,19375,7,الفردوس,Al Firdous
671,19375,7,الهجن,Al-Hujan
672,1808,8,حفيرة السبعة الأوسط,Middle Seven District
673,1808,8,حفائر العهين,Hafar Al-Batin
674,19375,7,اليرموك,Al-Yarmouk
675,19375,7,الإزدهار,Al Aziziyah
676,6013,6,الكوثر,Al-Kuthar
677,6166,6,شمسان,Shamsan
678,6166,6,القري,The Villages
679,6166,6,الوصايف,Al-Wasif
680,6053,6,الخالدية,Al Khalidiyah
681,15718,4,طيبة,Tuwaibah
